Latitude,Municipality,Location,Longitude,Count
48.455721,SAANICH,CLOVERDALE AVE & COOK ST & QUADRA ST,-123.35945,83.0
48.470936,SAANICH,CEDAR HILL CROSS RD & MCKENZIE AVE,-123.357358,14.0
48.471398,SAANICH,CENTURY RD & MCKENZIE AVE,-123.355089,15.0
48.503718,SAANICH,BLENKINSOP RD & CORDOVA BAY RD & ROYAL OAK DR,-123.354252,47.0
48.476962,SAANICH,BLENKINSOP RD & MOUNT DOUGLAS CROSS RD,-123.352668,18.0
48.467846,SAANICH,CEDAR HILL CROSS RD & REYNOLDS RD,-123.35172,14.0
48.471918,SAANICH,BLENKINSOP RD & MCKENZIE AVE,-123.351156,93.0
48.458895,SAANICH,BLENKINSOP RD & MAPLEWOOD RD & TATTERSALL DR,-123.350936,18.0
48.450224,SAANICH,COOK ST & MAPLEWOOD RD & TOLMIE AVE & TURNING LANE,-123.350893,18.0
48.464838,SAANICH,BLENKINSOP RD & UNION RD,-123.350126,16.0
48.466918,SAANICH,BLENKINSOP RD & CEDAR HILL CROSS RD & TURNING LANE,-123.34974,33.0
48.471924,SAANICH,BRAEFOOT RD & MCKENZIE AVE,-123.346856,21.0
48.465106,SAANICH,BRAEFOOT RD & CEDAR HILL CROSS RD & EPSOM DR,-123.34449,18.0
48.448343,SAANICH,CEDAR HILL GOLF COURSE TRAIL & CEDAR HILL RD & FINLAYSON ST & NORTH DAIRY RD,-123.343944,97.0
48.448276,SAANICH,DONCASTER DR & NORTH DAIRY RD,-123.341636,24.0
48.455183,SAANICH,CEDAR HILL RD & DERBY RD,-123.339583,11.0
48.490813,SAANICH,CEDAR HILL RD & CHURCHILL DR & MOUNT DOUGLAS PARK TRAIL & SHELBOURNE ST,-123.337954,35.0
48.462666,SAANICH,CEDAR HILL CROSS RD & CEDAR HILL RD,-123.336984,65.0
48.484117,SAANICH,KENMORE RD & SHELBOURNE ST,-123.336959,19.0
48.49489,SAANICH,ASH RD & CEDAR HILL RD & CORDOVA BAY RD,-123.335455,33.0
48.468644,SAANICH,CEDAR HILL RD & MCKENZIE AVE,-123.335332,101.0
48.461976,SAANICH,CEDAR HILL CROSS RD & OPHIR ST,-123.334993,13.0
48.477105,SAANICH,SHELBOURNE ST & TORQUAY DR,-123.333365,13.0
48.448149,SAANICH,NORTH DAIRY RD & SHELBOURNE ST,-123.333189,87.0
48.450562,SAANICH,MCRAE AVE & SHELBOURNE ST,-123.333137,34.0
48.456094,SAANICH,CEDAR AVE & SHELBOURNE ST,-123.333042,16.0
48.458486,SAANICH,PEAR ST & SHELBOURNE ST,-123.332973,31.0
48.461268,SAANICH,CEDAR HILL CROSS RD & SHELBOURNE ST,-123.332958,102.0
48.464992,SAANICH,MORTIMER ST & SHELBOURNE ST,-123.332822,27.0
48.476017,SAANICH,FELTHAM RD & SHELBOURNE ST,-123.332814,50.0
48.46774,SAANICH,GARNET RD & SHELBOURNE ST,-123.332755,19.0
48.468632,SAANICH,MCKENZIE AVE & SHELBOURNE ST,-123.332734,173.0
48.472922,SAANICH,BLAIR AVE & SHELBOURNE ST,-123.332611,17.0
48.460393,SAANICH,CEDAR HILL CROSS RD & RICHMOND RD & ST AIDANS ST,-123.330331,13.0
48.433644,SAANICH,BAY ST & RICHMOND RD,-123.329192,57.0
48.460385,SAANICH,CEDAR HILL CROSS RD & PALO ALTO ST & POPLAR AVE,-123.32911,17.0
48.435929,SAANICH,HAULTAIN ST & RICHMOND RD,-123.328703,14.0
48.446149,SAANICH,LANSDOWNE RD & RICHMOND RD,-123.326528,60.0
48.468591,SAANICH,LARCHWOOD DR & MCKENZIE AVE,-123.324585,22.0
48.476014,SAANICH,FELTHAM RD & TYNDALL AVE,-123.323042,21.0
48.441967,SAANICH,FOUL BAY RD & NEIL ST,-123.321957,12.0
48.446103,SAANICH,FOUL BAY RD & LANSDOWNE RD,-123.321793,56.0
48.460476,SAANICH,CEDAR HILL CROSS RD & GORDON HEAD RD,-123.320933,29.0
48.468569,SAANICH,GORDON HEAD RD & MCKENZIE AVE & TURNING LANE,-123.319482,85.0
48.46896,SAANICH,MCKENZIE AVE & PHOENIX RD & VIKES WAY,-123.311905,14.0
48.475759,SAANICH,FELTHAM RD & GORDON HEAD RD & GRADUATION PL,-123.31166,15.0
48.467008,SAANICH,FINNERTY RD & MCKENZIE AVE & SINCLAIR RD,-123.307635,15.0
48.479472,SAANICH,ARBUTUS RD & GORDON HEAD RD,-123.307333,13.0
48.456647,SAANICH,BEACH DR & CADBORO BAY RD & HIBBENS CLOSE,-123.300497,16.0
48.461001,SAANICH,CADBORO BAY RD & SINCLAIR RD,-123.297602,23.0
