Latitude,Municipality,Location,Longitude,Count
49.918859,CAMPBELL RIVER,ISLAND HWY S & LYNNWOOD RD,-125.185366,1.0
49.923325,CAMPBELL RIVER,ISLAND HWY S & SEAWAVE RD,-125.184364,1.0
49.892358,CAMPBELL RIVER,ISLAND HWY S & OYSTER GARDEN RD & RODD RD,-125.136963,1.0
49.86695,BLACK CREEK,CLARKSON AVE # 008970 TO 009061,-125.116668,1.0
49.805027,BLACK CREEK,ISLAND HWY N & SURGENOR RD,-125.106199,1.0
49.657618,COURTENAY,BEVAN RD & COLAKE RD,-125.086493,1.0
49.784092,MERVILLE,ISLAND HWY N & MERVILLE RD & SACKVILLE RD,-125.057828,1.0
49.742318,COURTENAY,HEADQUARTERS RD & MACHAM RD,-125.039844,1.0
49.66931,COURTENAY,LAKE TRAIL RD & MARSDEN RD,-125.030948,1.0
49.627802,CUMBERLAND,BEVAN RD & WELLINGTON ST,-125.026232,1.0
49.618412,CUMBERLAND,DERWENT AVE & FOURTH ST,-125.025854,1.0
49.672824,COURTENAY,ARDEN ELEMENTARY SCHOOL ACCESS & LAKE TRAIL RD & WEBB RD,-125.0245,1.0
49.626776,CUMBERLAND,CUMBERLAND RD # 004650 TO 004688,-125.022429,1.0
49.686359,COURTENAY,2ND ST & WOODS AVE,-125.014049,1.0
49.671929,COURTENAY,CUMBERLAND RD # 001930 TO 002399,-125.008615,1.0
49.621907,CUMBERLAND,ROYSTON RD & UNION RD,-125.006667,1.0
49.67916,COURTENAY,14TH ST & WILLEMAR AVE,-125.006638,1.0
49.709171,COURTENAY,HEADQUARTERS RD & VANIER DR,-125.005439,2.0
49.708319,COURTENAY,HEADQUARTERS RD # 004830 TO 004869,-125.004675,1.0
49.677165,COURTENAY,CUMBERLAND RD & WILLEMAR AVE,-125.004138,1.0
49.689714,COURTENAY,6TH ST & ENGLAND AVE,-124.999438,1.0
49.679111,COURTENAY,17TH ST & PIERCY AVE,-124.999309,1.0
49.685577,COURTENAY,11TH ST & GRIEVE AVE,-124.998953,1.0
49.68864,COURTENAY,8TH ST & ENGLAND AVE,-124.998565,2.0
49.692164,COURTENAY,4TH ST & CLIFFE AVE,-124.997843,1.0
49.680154,COURTENAY,17TH ST & MCPHEE AVE,-124.997398,1.0
49.690283,COURTENAY,CLIFFE AVE # 000600 TO 000739,-124.996434,1.0
49.692041,COURTENAY,5TH ST & 5TH ST BRIDGE,-124.995612,1.0
49.687277,COURTENAY,12TH ST & CLIFFE AVE,-124.993848,1.0
49.693769,COURTENAY,5TH ST & COMOX RD & OLD ISLAND HWY,-124.992826,1.0
49.682827,COURTENAY,17TH ST & FITZGERALD AVE,-124.992533,1.0
49.694838,COURTENAY,OLD ISLAND HWY & PUNTLEDGE RD,-124.992437,1.0
49.695641,COURTENAY,OLD ISLAND HWY & TSOLUM RD & PARK ACCESS ROAD,-124.992249,2.0
49.683429,COURTENAY,17TH ST & ENGLAND AVE & MALL ACCESS,-124.991525,1.0
49.672637,COURTENAY,26TH ST & PIERCY AVE,-124.990997,2.0
49.690767,COURTENAY,COMOX RD # 001020 TO 001029,-124.990751,1.0
49.684178,COURTENAY,17TH ST & CLIFFE AVE & TURNING LANE,-124.990381,2.0
49.697273,COURTENAY,PUNTLEDGE RD & RYAN RD,-124.990355,1.0
49.684708,COURTENAY,17TH ST # 000101 TO 000199,-124.989979,1.0
49.697978,COURTENAY,ISLAND HWY N & RYAN RD & MALL ACCESS & TURNING LANE,-124.989077,2.0
49.683115,COURTENAY,18TH ST & CLIFFE AVE,-124.9887,1.0
49.686443,COURTENAY,17TH ST BRIDGE & COMOX RD & TURNING LANE,-124.987997,1.0
49.698539,COURTENAY,RYAN RD # 000751 TO 000799,-124.98795,1.0
49.682374,COURTENAY,19TH ST & CLIFFE AVE,-124.987367,1.0
49.674573,COURTENAY,26TH ST & KILPATRICK AVE,-124.98732,1.0
49.67957,COURTENAY,21ST ST & FITZGERALD AVE,-124.987056,1.0
49.699829,COURTENAY,RYAN RD # 001001 TO 001199,-124.985503,1.0
49.678009,COURTENAY,CLIFFE AVE & MANSFIELD DR,-124.983823,1.0
49.676681,COURTENAY,CLIFFE AVE # 002353 TO 002599,-124.983099,1.0
49.701343,COURTENAY,BACK RD & CENTENNIAL DR & RYAN RD & TURNING LANE,-124.982712,1.0
49.676173,COURTENAY,26TH ST & CLIFFE AVE,-124.982707,1.0
49.715334,COURTENAY,LERWICK RD & MISSION RD & VETERANS MEMORIAL PKY,-124.971303,1.0
49.708426,COURTENAY,RYAN RD # 002200 TO 002399,-124.969312,1.0
49.659174,COURTENAY,ISLAND HWY S & MARRIOTT RD,-124.968935,1.0
49.71038,COURTENAY,LERWICK RD & RYAN RD & TURNING LANE,-124.965621,3.0
49.678495,COURTENAY,COMOX RD # 003100 TO 003223,-124.962431,1.0
49.712739,COURTENAY,CROWN ISLE BLVD & CROWN ISLE DR & RYAN RD & TURNING LANE,-124.961229,1.0
49.699328,COURTENAY,IDIENS WAY & LERWICK RD & VALLEY VIEW DR,-124.956165,1.0
49.694777,COURTENAY,BLUE JAY PL & INVERCLYDE WAY & LERWICK RD,-124.953382,1.0
49.674845,COMOX,COMOX AVE & GLACIER VIEW DR,-124.945917,1.0
49.675071,COMOX,AITKEN ST & COMOX AVE,-124.945292,1.0
49.675678,COMOX,COMOX AVE & RODELLO ST,-124.939995,1.0
49.688362,COMOX,GUTHRIE RD # 002040 TO 002069,-124.937057,1.0
49.680688,COMOX,ANDERTON RD & ROBB AVE,-124.935334,2.0
49.682516,COMOX,ANDERTON RD & NOEL AVE,-124.935183,2.0
49.675783,COMOX,ANDERTON RD & COMOX AVE,-124.935164,1.0
49.686422,COMOX,ANDERTON RD # 000574 TO 000709,-124.934955,1.0
49.688304,COMOX,ANDERTON RD & GUTHRIE RD,-124.93485,1.0
49.697369,COMOX,ANDERTON RD & DRYDEN RD & IDIENS WAY,-124.93445,2.0
49.71509,COMOX,ANDERTON RD & RYAN RD & RYAN RD E,-124.93372,1.0
49.71509,COURTENAY,ANDERTON RD & RYAN RD & RYAN RD E,-124.93372,1.0
49.682368,COMOX,NOEL AVE # 001801 TO 001879,-124.928685,1.0
49.673891,COMOX,CHURCH ST & COMOX AVE,-124.927954,2.0
49.673193,COMOX,COMOX AVE & PORT AUGUSTA ST,-124.92569,1.0
49.688025,COMOX,GUTHRIE RD & NOOTKA ST,-124.922875,1.0
49.674141,COMOX,BALMORAL AVE & STEWART ST,-124.920216,1.0
49.682168,COMOX,NOEL AVE & STEWART ST,-124.919682,1.0
49.674132,COMOX,BALMORAL AVE & PRITCHARD RD,-124.916885,2.0
49.70285,COMOX,KNIGHT RD & MILITARY ROW & PRITCHARD RD,-124.916218,1.0
49.68198,COMOX,KING RD & NOEL AVE,-124.906414,1.0
49.57974,UNION BAY,4TH ST & DOUGLAS ST,-124.888297,1.0
49.7012,COMOX,KNIGHT RD # 000670 TO 000725,-124.879927,1.0
49.279881,PORT ALBERNI,BEAVER CREEK RD & SAUNDERS RD N,-124.839258,1.0
49.257968,PORT ALBERNI,JOHNSTON RD & MARGARET ST,-124.812271,2.0
49.237286,PORT ALBERNI,2ND AVE & KINGSWAY AVE & STRATHERN ST,-124.809003,1.0
49.238338,PORT ALBERNI,3RD AVE & DUNBAR ST & KINGSWAY AVE & TURNING LANE,-124.807653,3.0
49.243507,PORT ALBERNI,3RD AVE & BUTE ST,-124.807549,1.0
49.224122,PORT ALBERNI,3RD AVE & NEILL ST,-124.807505,1.0
49.242691,PORT ALBERNI,3RD AVE # 003601 TO 003699,-124.807463,1.0
49.25459,PORT ALBERNI,GERTRUDE ST & ROGER ST & STAMP AVE & TURNING LANE,-124.807427,1.0
49.23725,PORT ALBERNI,4TH AVE & STRATHERN ST,-124.806113,1.0
49.535848,DENMAN ISLAND,DENMAN RD & PICKLES RD,-124.805251,1.0
49.226936,PORT ALBERNI,6TH AVE # 002600 TO 002699,-124.803361,1.0
49.249727,PORT ALBERNI,8TH AVE # 004000 TO 004099,-124.80057,1.0
49.262764,PORT ALBERNI,IAN AVE & JOHNSTON RD & SOUTHGATE RD,-124.799416,1.0
49.253918,PORT ALBERNI,10TH AVE & ROGER ST,-124.797829,1.0
49.234682,PORT ALBERNI,14TH AVE & ARGYLE ST,-124.79254,1.0
49.232292,PORT ALBERNI,14TH AVE & CHINA CREEK RD,-124.792497,1.0
49.250628,PORT ALBERNI,WALLACE ST & WOOD AVE,-124.791244,1.0
49.241876,PORT ALBERNI,17TH AVE & BURDE ST,-124.789039,1.0
49.265794,PORT ALBERNI,CHERRY CREEK RD & JOHNSTON RD & TURNING LANE,-124.788449,1.0
49.861671,POWELL RIVER,LAUREL ST & MARINE AVE,-124.542299,1.0
49.870763,POWELL RIVER,DRAKE ST # 006700 TO 006799,-124.531368,1.0
49.368418,QUALICUM BEACH,FERNDOWNE RD & ISLAND HWY W,-124.529196,1.0
49.844315,POWELL RIVER,ABBOTSFORD ST & ALBERNI ST & MARINE AVE,-124.529085,1.0
49.870821,POWELL RIVER,DRAKE ST & MANSON AVE,-124.528631,2.0
49.845881,POWELL RIVER,ALBERNI ST & JOYCE AVE,-124.520756,2.0
49.841789,POWELL RIVER,BARNET ST & JOYCE AVE,-124.520737,1.0
49.843835,POWELL RIVER,JOYCE AVE # 004650 TO 004798,-124.520695,1.0
49.834664,POWELL RIVER,EGMONT ST & JOYCE AVE,-124.520632,1.0
49.830931,POWELL RIVER,JOYCE AVE & WESTVIEW AVE,-124.52057,1.0
49.816354,POWELL RIVER,JOYCE AVE & PENTICTON ST,-124.520282,1.0
49.8359,POWELL RIVER,DUNCAN ST & FRANKLIN AVE,-124.51913,1.0
49.846468,POWELL RIVER,ALBERNI ST & FERNWOOD AVE,-124.512162,1.0
49.84411,POWELL RIVER,MANSON AVE # 004650 TO 004819,-124.509424,1.0
49.801139,POWELL RIVER,HWY 101 # 007250 TO 007331,-124.507711,1.0
49.362096,QUALICUM BEACH,ISLAND HWY W & MISTAKEN RD,-124.503782,1.0
49.362189,QUALICUM BEACH,CORTES RD & ISLAND HWY W,-124.49529,1.0
49.354588,QUALICUM BEACH,ISLAND HWY W # 002900 TO 003199,-124.461286,1.0
49.35397,QUALICUM BEACH,BAY ST & ISLAND HWY W,-124.453511,1.0
49.342335,QUALICUM BEACH,GARDEN RD E & GARDEN RD W & MEMORIAL AVE,-124.441847,1.0
49.346148,QUALICUM BEACH,FERN RD E & FIR ST,-124.440942,1.0
49.35601,QUALICUM BEACH,ISLAND HWY W & MEMORIAL AVE & TURNING LANE,-124.439379,2.0
49.346008,QUALICUM BEACH,BENNETT RD & FERN RD E & SUNRISE DR,-124.399021,1.0
49.345847,PARKSVILLE,DREW RD & SUNRISE DR,-124.376634,1.0
49.306427,COOMBS,ALBERNI HWY & ERRINGTON RD,-124.367529,1.0
49.306427,ERRINGTON,ALBERNI HWY & ERRINGTON RD,-124.367529,1.0
49.306427,PARKSVILLE,ALBERNI HWY & ERRINGTON RD,-124.367529,1.0
49.285391,ERRINGTON,KOPERNICK RD & LEFFLER RD,-124.359316,1.0
49.334657,PARKSVILLE,ISLAND HWY W # 000850 TO 000885,-124.347841,2.0
49.326448,PARKSVILLE,CHURCH RD & HUMPHREY RD & RIDGEFIELD DR,-124.346533,3.0
49.304628,PARKSVILLE,ALBERNI HWY & FAIRDOWNE RD,-124.345852,1.0
49.327694,PARKSVILLE,ISLAND HWY W & PYM ST N & TURNING LANE,-124.337843,1.0
49.326514,PARKSVILLE,HUMPHREY RD & PYM ST N,-124.337784,1.0
49.305636,PARKSVILLE,ALBERNI HWY & ALBERNI HWY OFFRAMP & ALBERNI HWY ONRAMP & INLAND ISLAND HWY & PARKSVILLE BYPASS & TURNING LANE,-124.325767,3.0
49.323394,PARKSVILLE,ISLAND HWY W & MOILLIET ST N,-124.323711,1.0
49.318326,PARKSVILLE,ALBERNI HWY & JENSEN AVE W,-124.314516,2.0
49.32064,PARKSVILLE,ISLAND HWY E & MCCARTER ST,-124.309993,1.0
49.320269,PARKSVILLE,CORFIELD ST N & CORFIELD ST S & ISLAND HWY E,-124.307115,2.0
49.322283,PARKSVILLE,CORFIELD ST N # 000200 TO 000219,-124.307058,1.0
49.319616,PARKSVILLE,BAGSHAW ST & ISLAND HWY E,-124.304287,1.0
49.319182,PARKSVILLE,ISLAND HWY E & MCVICKERS ST,-124.302392,1.0
49.316356,PARKSVILLE,ISLAND HWY E & MARTINDALE RD & TURNING LANE,-124.287837,2.0
49.307398,PARKSVILLE,ARBUTUS RD & HUNTLEY RD & ISLAND HWY E,-124.264313,1.0
49.284467,NANOOSE BAY,NORTHWEST BAY RD # 002506 TO 002649,-124.188137,1.0
49.250556,LANTZVILLE,ISLAND HWY N & SUPERIOR RD & TURNING LANE,-124.101802,1.0
49.23726,NANAIMO,MARY ELLEN DR & NANAIMO PKY,-124.055244,1.0
49.24105,NANAIMO,MARY ELLEN DR & MALL ACCESS & TURNING LANE,-124.054011,1.0
49.222111,NANAIMO,GARSIDE RD & QUARRY CRES,-124.050648,1.0
48.823078,LAKE COWICHAN,COTTONWOOD ST S & SAHTLAM AVE E,-124.045986,1.0
49.226966,NANAIMO,METRAL DR & PINE PARK PL,-124.043223,1.0
48.831016,LAKE COWICHAN,COWICHAN LAKE RD & LAKE PARK RD,-124.04108,1.0
49.216992,NANAIMO,METRAL DR & SOMERSET DR,-124.035447,1.0
49.208646,NANAIMO,BOBAN DR & MOSTAR RD,-124.035221,1.0
49.21324,NANAIMO,DUNSTER RD & MOSTAR RD,-124.03371,1.0
49.214414,NANAIMO,ISLAND HWY N & METRAL DR & MOSTAR RD & RUTHERFORD RD & WELLINGTON RD & TURNING LANE,-124.02938,3.0
49.219843,NANAIMO,PRIMROSE DR & UPLANDS DR & MALL ACCESS,-124.027205,1.0
49.218744,NANAIMO,RUTHERFORD RD & UPLANDS DR,-124.022916,2.0
49.234153,NANAIMO,HAMMOND BAY RD & RUTHERFORD RD,-124.019276,1.0
49.206642,NANAIMO,E TRAIL & JINGLE POT RD & SHENTON RD & WELLINGTON RD & TURNING LANE,-124.01789,2.0
49.207107,NANAIMO,103RD ST & CORUNNA AVE & ISLAND HWY N & JINGLE POT RD & NORWELL DR & TURNING LANE,-124.016742,1.0
49.208276,NANAIMO,NORWELL DR & WELLESLEY AVE,-124.014326,1.0
49.207171,NANAIMO,104TH ST & VICTORIA AVE,-124.013806,1.0
49.206762,NANAIMO,DEPARTURE BAY RD # 004232 TO 004299,-124.001897,1.0
49.205318,NANAIMO,NORWELL DR # 002766 TO 002840,-124.001511,2.0
49.20741,NANAIMO,DEPARTURE BAY RD # 004161 TO 004199,-124.001065,1.0
49.20183,NANAIMO,BOWEN RD & CIENAR DR,-124.000679,2.0
49.201089,NANAIMO,BOWEN RD # 002518 TO 002534,-124.000026,1.0
49.208564,NANAIMO,DEPARTURE BAY RD & MEXICANA RD,-123.999203,2.0
49.213702,NANAIMO,EMERALD DR & UPLANDS DR,-123.998505,1.0
49.209048,NANAIMO,DEPARTURE BAY RD & UPLANDS DR,-123.997211,1.0
49.197126,NANAIMO,BOWEN RD & WHITNEY RD,-123.996874,1.0
49.194052,NANAIMO,BOWEN RD & ROSSTOWN RD,-123.992916,1.0
49.192014,NANAIMO,BOWEN RD & NORTHFIELD RD & TURNING LANE,-123.992169,2.0
49.212206,NANAIMO,SANDRA RD # 003600 TO 003799,-123.991308,1.0
49.16976,NANAIMO,JINGLE POT RD & WESTWOOD RD & TURNING LANE,-123.990227,1.0
49.190284,NANAIMO,BOWEN RD # 002120 TO 002142,-123.990005,1.0
49.179856,NANAIMO,EAST WELLINGTON RD & PARKWAY TRAIL & WESTWOOD RD,-123.987442,1.0
49.210121,NANAIMO,DEPARTURE BAY RD & NEYLAND RD,-123.986716,1.0
49.171895,NANAIMO,KAWARTHA PL & LEO TERR & WESTWOOD RD,-123.986603,1.0
49.182859,NANAIMO,BOXWOOD RD & DUFFERIN CRES,-123.98541,1.0
49.19688,NANAIMO,DORMAN RD & LABIEUX RD & TURNING LANE,-123.985387,1.0
49.183802,NANAIMO,BOWEN RD & DUFFERIN CRES,-123.982534,3.0
49.16875,NANAIMO,JINGLE POT RD & JINGLE POT RD OFFRAMP & JINGLE POT RD ONRAMP & NANAIMO PKY & PARKWAY TRAIL,-123.982077,1.0
49.1823,NANAIMO,BOWEN RD & TOWNSITE RD & TURNING LANE,-123.980735,2.0
49.180573,NANAIMO,BOWEN RD & EAST WELLINGTON RD & ACCESS ROAD & TURNING LANE,-123.978194,1.0
49.228661,NANAIMO,LAGUNA WAY # 004530 TO 004699,-123.975353,1.0
49.183162,NANAIMO,BOUNDARY AVE & BOUNDARY CRES & DUFFERIN CRES,-123.9724,2.0
49.202984,NANAIMO,DEPARTURE BAY RD & LOAT ST,-123.97121,1.0
49.191089,NANAIMO,ISLAND HWY N # 002000 TO 002112,-123.969454,1.0
49.180627,NANAIMO,BEAUFORT DR & BOUNDARY CRES,-123.968976,1.0
49.179636,NANAIMO,BUSH ST & ST PATRICK CRES & TOWNSITE RD,-123.967876,1.0
49.190156,NANAIMO,DEPARTURE BAY RD & ISLAND HWY N & TURNING LANE,-123.965784,2.0
49.1904,NANAIMO,ESTEVAN RD & THETIS PL,-123.964544,1.0
49.187124,NANAIMO,NELSON ST # 001000 TO 001099,-123.964083,1.0
49.190185,NANAIMO,BRECHIN RD & ESTEVAN RD & ACCESS ROAD & TURNING LANE,-123.963666,1.0
49.162789,NANAIMO,JOHNSTON PL & NANAIMO DISTRICT SECONDARY SCHOOL ACCESS & THIRD ST,-123.962676,1.0
49.210508,NANAIMO,HAMMOND BAY RD & PRINCE JOHN WAY,-123.960147,1.0
49.172336,NANAIMO,BOWEN RD # 000650 TO 000669,-123.958642,1.0
49.155164,NANAIMO,FIFTH ST & HAREWOOD RD,-123.957212,2.0
48.785129,LAKE COWICHAN,HEGER RD & SKUTZ FALLS RD,-123.956378,1.0
48.397205,SHIRLEY,WEST COAST RD # 010396 TO 010399,-123.956209,1.0
49.146562,NANAIMO,HOWARD AVE & NOVA ST,-123.955442,1.0
49.147575,NANAIMO,HOWARD AVE & SEVENTH ST,-123.955432,1.0
49.171191,NANAIMO,BOWEN RD & HOWARD AVE & PARK ACCESS ROAD,-123.955175,1.0
49.101297,NANAIMO,EXTENSION RD & MIDORA RD,-123.953554,1.0
49.18203,NANAIMO,E TRAIL & PRINCESS ROYAL AVE & ST GEORGE ST & TERMINAL AVE N & TURNING LANE,-123.953189,1.0
49.182639,NANAIMO,JUNIPER ST & PRINCESS ROYAL AVE,-123.952851,1.0
49.170846,NANAIMO,BOWEN RD & PINE ST & PARK ACCESS ROAD & TURNING LANE,-123.951893,2.0
49.17054,NANAIMO,BOWEN RD & COMOX RD & MACHLEARY ST & WALL ST & TURNING LANE,-123.950182,2.0
49.139953,NANAIMO,BRUCE AVE & NINTH ST,-123.949695,1.0
49.143746,NANAIMO,BRUCE AVE & EIGHTH ST,-123.949662,1.0
49.146534,NANAIMO,BRUCE AVE & NOVA ST,-123.94964,1.0
49.151328,NANAIMO,BRUCE AVE & SIXTH ST,-123.949602,1.0
49.155136,NANAIMO,BRUCE AVE & FIFTH ST,-123.94956,2.0
49.175932,NANAIMO,HOLLY AVE & ROSEHILL ST,-123.949378,1.0
49.180145,NANAIMO,CYPRESS ST & TERMINAL AVE N & TURNING LANE,-123.949298,1.0
49.535607,HALFMOON BAY,HOMESITE CREEK FSR & SANS SOUCI RD & SUNSHINE COAST HWY,-123.949238,1.0
49.178689,NANAIMO,TERMINAL AVE N # 000502 TO 000898,-123.947947,1.0
49.166412,NANAIMO,KENNEDY ST & WENTWORTH ST,-123.94766,1.0
49.164103,NANAIMO,FITZWILLIAM ST & KENNEDY ST,-123.947121,1.0
49.166568,NANAIMO,MILTON ST & WENTWORTH ST,-123.946165,2.0
49.158979,NANAIMO,ALBERT ST & FOURTH ST & PINE ST,-123.945812,2.0
49.170304,NANAIMO,COMOX RD & PRIDEAUX ST,-123.945524,1.0
49.176417,NANAIMO,ROSEHILL ST & VANCOUVER AVE,-123.945478,1.0
49.168176,NANAIMO,CAMPBELL ST & PRIDEAUX ST,-123.945013,1.0
49.177757,NANAIMO,STEWART AVE & TOWNSITE RD,-123.944526,1.0
49.162316,NANAIMO,FRANKLYN ST & MILTON ST,-123.943531,1.0
49.174686,NANAIMO,BRYDEN ST & STEWART AVE,-123.943158,1.0
49.168498,NANAIMO,CAMPBELL ST & WALLACE ST,-123.941836,1.0
