Latitude,Municipality,Location,Longitude,Count
50.722456,PORT HARDY,GRANVILLE ST & PINE DR,-127.505105,2.0
50.721952,PORT HARDY,GRANVILLE ST # 009160 TO 009259,-127.504312,1.0
50.729639,PORT HARDY,PARK DR # 007700 TO 007709,-127.501343,1.0
50.720659,PORT HARDY,GRANVILLE ST # 008900 TO 009099,-127.499032,1.0
50.73804,PORT HARDY,HENDERSON ST # 000412 TO 000600,-127.497423,1.0
50.720696,PORT HARDY,GRANVILLE ST & RUPERT ST,-127.496662,1.0
50.720871,PORT HARDY,MARKET ST & SHIPLEY ST & MALL ACCESS,-127.492245,1.0
50.722004,PORT HARDY,GRANVILLE ST & MARKET ST,-127.492244,1.0
50.68901,PORT HARDY,BYNG RD & FORT RUPERT RD & UNSIGNED,-127.421595,1.0
54.789009,SMITHERS,BULKLEY DR & HWY 16 & TORONTO ST & TURNING LANE,-127.176412,1.0
54.788241,SMITHERS,HWY 16 # 004200 TO 004284,-127.175203,1.0
54.79074,SMITHERS,DRIFTWOOD CRES & REISETER AVE,-127.166388,1.0
54.779864,SMITHERS,4TH AVE & KING ST,-127.166233,1.0
54.781871,SMITHERS,MAIN ST # 001450 TO 001499,-127.164557,1.0
54.777854,SMITHERS,FRONTAGE RD & FULTON AVE,-127.160473,1.0
54.774251,SMITHERS,16TH AVE & FRONTAGE RD & HWY 16 & TURNING LANE,-127.15454,1.0
54.397576,HOUSTON,HWY 16 & TWEEDIE AVE & TWEEDIE AVE N,-126.657283,1.0
54.399269,HOUSTON,HWY 16 # 003200 TO 003299,-126.650896,1.0
54.401124,HOUSTON,BUTLER AVE & HWY 16,-126.643847,1.0
49.276974,AHOUSAHT,MAIN ST # 000550 TO 000579,-126.060799,1.0
49.1489,TOFINO,CAMPBELL ST & OLSEN RD,-125.893169,1.0
54.235748,BURNS LAKE,MULVANEY CRES # 000700 TO 000798,-125.768978,1.0
54.236274,BURNS LAKE,10TH AVE & CENTER ST,-125.760007,1.0
54.224834,BURNS LAKE,HWY 16 & HWY 16 E & HWY 16 W & HWY 35 & TURNING LANE,-125.754145,1.0
48.943397,UCLUELET,BAY ST & PENINSULA RD,-125.550392,1.0
50.074806,CAMPBELL RIVER,DUNCAN BAY RD # 004900 TO 005100,-125.320327,1.0
50.014027,CAMPBELL RIVER,INLAND ISLAND HWY & INLAND ISLAND HWY ONRAMP & WILLIS RD & WILLIS RD OFFRAMP,-125.282717,1.0
50.012333,CAMPBELL RIVER,NIKOLA PL # 002100 TO 002179,-125.278092,1.0
50.033433,CAMPBELL RIVER,CAMPBELL RIVER RD & ISLAND HWY & WILLOW ST,-125.275032,2.0
50.03335,CAMPBELL RIVER,ISLAND HWY # 002060 TO 002099,-125.274576,1.0
49.894141,CAMPBELL RIVER,CRANBERRY LANE & INLAND ISLAND HWY & TURNING LANE,-125.274553,1.0
50.029108,CAMPBELL RIVER,14TH AVE & INLAND ISLAND HWY & TAMARAC ST & TURNING LANE,-125.273895,1.0
50.028977,CAMPBELL RIVER,14TH AVE & SPRUCE ST,-125.270777,1.0
50.029772,CAMPBELL RIVER,IRONWOOD ST # 001400 TO 001499,-125.254929,1.0
50.007511,CAMPBELL RIVER,EVERGREEN RD & MCPHEDRAN RD & S MCPHEDRAN RD,-125.253054,1.0
50.025055,CAMPBELL RIVER,10TH AVE & GREENWOOD ST,-125.252298,1.0
50.007509,CAMPBELL RIVER,EVERGREEN RD & MASTERS RD,-125.250755,2.0
50.033094,CAMPBELL RIVER,DOGWOOD ST & ISLAND HWY & TURNING LANE,-125.248679,2.0
50.023179,CAMPBELL RIVER,9TH AVE & DOGWOOD ST,-125.247972,1.0
50.007512,CAMPBELL RIVER,DOGWOOD ST & EVERGREEN RD & S DOGWOOD ST,-125.247401,1.0
50.011145,CAMPBELL RIVER,2ND AVE & DOGWOOD ST,-125.24739,3.0
50.029623,CAMPBELL RIVER,16TH AVE # 001359 TO 001376,-125.246658,1.0
50.01477,CAMPBELL RIVER,4TH AVE & CEDAR ST,-125.245812,1.0
50.027899,CAMPBELL RIVER,13TH AVE & SHOPPERS ROW,-125.245395,2.0
50.000276,CAMPBELL RIVER,MERECROFT RD # 000410 TO 000649,-125.244612,1.0
49.973892,CAMPBELL RIVER,HILCHEY RD # 000700 TO 000877,-125.244513,1.0
50.026107,CAMPBELL RIVER,10TH AVE & SHOPPERS ROW,-125.243837,1.0
50.024051,CAMPBELL RIVER,ALDER ST & ST ANNS RD,-125.242842,1.0
50.022348,CAMPBELL RIVER,9TH AVE & ALDER ST,-125.242839,1.0
49.994903,CAMPBELL RIVER,CHRISTOPHER RD & ROBRON RD,-125.242396,1.0
50.021765,CAMPBELL RIVER,ALDER ST # 000700 TO 000864,-125.242391,1.0
50.01114,CAMPBELL RIVER,2ND AVE # 000300 TO 000379,-125.242308,1.0
50.011139,CAMPBELL RIVER,2ND AVE & BIRCH ST,-125.241839,1.0
49.9736,CAMPBELL RIVER,COLLEGE DR & HILCHEY RD & TRILLIUM LANE,-125.240594,1.0
50.013849,CAMPBELL RIVER,MCCARTHY ST # 000300 TO 000399,-125.240577,1.0
49.959792,CAMPBELL RIVER,S ALDER ST & S DOGWOOD ST & TURNING LANE,-125.234374,1.0
49.9711,CAMPBELL RIVER,GOODWIN RD & S ALDER ST,-125.231886,1.0
49.973131,CAMPBELL RIVER,HILCHEY RD & S ALDER ST,-125.231858,2.0
50.000399,CAMPBELL RIVER,ISLAND HWY S # 000204 TO 000617,-125.230705,1.0
49.984255,CAMPBELL RIVER,GALERNO RD & ROCKLAND RD,-125.227199,1.0
49.989463,CAMPBELL RIVER,ISLAND HWY S # 000698 TO 001349,-125.22677,1.0
49.9615,CAMPBELL RIVER,APPLE DR & SODERHOLM RD,-125.221546,1.0
49.965814,CAMPBELL RIVER,HARROGATE RD & SODERHOLM CRT & SODERHOLM RD,-125.220796,1.0
49.973051,CAMPBELL RIVER,HILCHEY RD & ISLAND HWY S,-125.219139,3.0
49.970186,CAMPBELL RIVER,DALTON RD & WESTGATE RD,-125.218334,1.0
49.971258,CAMPBELL RIVER,ISLAND HWY S & WESTGATE RD,-125.21681,2.0
49.970976,CAMPBELL RIVER,ADAMS RD & ISLAND HWY S,-125.216275,1.0
49.961921,CAMPBELL RIVER,BARLOW RD & ISLAND HWY S,-125.209323,1.0
49.958422,CAMPBELL RIVER,DAHL RD & ISLAND HWY S,-125.207279,1.0
49.917816,CAMPBELL RIVER,ANTON RD & CRANE RD & ISLAND HWY S,-125.185271,1.0
49.923325,CAMPBELL RIVER,ISLAND HWY S & SEAWAVE RD,-125.184364,1.0
49.851609,BLACK CREEK,ISLAND HWY N & MIRACLE BEACH DR & TURNING LANE,-125.133423,1.0
49.870103,CAMPBELL RIVER,GLENMORE RD # 002200 TO 002279,-125.132222,1.0
49.835339,BLACK CREEK,ENNS RD & ISLAND HWY N,-125.130794,1.0
49.662265,COURTENAY,ARNETT RD # 004154 TO 004181,-125.033521,1.0
49.618856,CUMBERLAND,DUNSMUIR AVE # 002680 TO 002709,-125.0304,1.0
49.619107,CUMBERLAND,DUNSMUIR AVE & THIRD ST,-125.027755,1.0
49.619272,CUMBERLAND,DUNSMUIR AVE & FOURTH ST,-125.02605,1.0
49.706143,COURTENAY,CONDENSORY RD & PIERCY RD,-125.025154,1.0
49.685322,COURTENAY,4TH ST & WOODS AVE,-125.012691,1.0
49.676326,COURTENAY,13TH ST # 002050 TO 002109,-125.012611,1.0
49.682044,COURTENAY,CUMBERLAND RD & PIERCY AVE,-125.003306,1.0
49.689974,COURTENAY,5TH ST & FITZGERALD AVE,-125.001483,1.0
49.690464,COURTENAY,5TH ST & ENGLAND AVE,-125.000077,2.0
49.679111,COURTENAY,17TH ST & PIERCY AVE,-124.999309,1.0
49.689949,COURTENAY,6TH ST # 000300 TO 000399,-124.998724,1.0
49.68688,COURTENAY,10TH ST & FITZGERALD AVE,-124.998592,1.0
49.68864,COURTENAY,8TH ST & ENGLAND AVE,-124.998565,2.0
49.692164,COURTENAY,4TH ST & CLIFFE AVE,-124.997843,2.0
49.691439,COURTENAY,5TH ST & CLIFFE AVE & TURNING LANE,-124.997239,3.0
49.690687,COURTENAY,6TH ST & CLIFFE AVE,-124.996643,2.0
49.690283,COURTENAY,CLIFFE AVE # 000600 TO 000739,-124.996434,1.0
49.691945,COURTENAY,5TH ST & ANDERTON AVE,-124.995953,2.0
49.684793,COURTENAY,14TH ST & FITZGERALD AVE,-124.995906,1.0
49.70407,COURTENAY,HEADQUARTERS RD # 004672 TO 004691,-124.995697,1.0
49.693769,COURTENAY,5TH ST & COMOX RD & OLD ISLAND HWY,-124.992826,2.0
49.682827,COURTENAY,17TH ST & FITZGERALD AVE,-124.992533,2.0
49.695854,COURTENAY,OLD ISLAND HWY # 000300 TO 000399,-124.992204,1.0
49.696746,COURTENAY,OLD ISLAND HWY & RYAN RD & TURNING LANE,-124.992007,1.0
49.684178,COURTENAY,17TH ST & CLIFFE AVE & TURNING LANE,-124.990381,1.0
49.697414,COURTENAY,RYAN RD # 000471 TO 000599,-124.990021,1.0
49.682374,COURTENAY,19TH ST & CLIFFE AVE,-124.987367,1.0
49.674573,COURTENAY,26TH ST & KILPATRICK AVE,-124.98732,1.0
49.67957,COURTENAY,21ST ST & FITZGERALD AVE,-124.987056,1.0
49.699829,COURTENAY,RYAN RD # 001001 TO 001199,-124.985503,2.0
49.675525,COURTENAY,26TH ST & FITZGERALD AVE,-124.985037,1.0
49.711573,COURTENAY,CRUICKSHANK AVE & CRUICKSHANK PL & MUIR RD,-124.984019,2.0
49.701343,COURTENAY,BACK RD & CENTENNIAL DR & RYAN RD & TURNING LANE,-124.982712,4.0
49.676173,COURTENAY,26TH ST & CLIFFE AVE,-124.982707,2.0
49.671373,COURTENAY,29TH ST & KILPATRICK AVE,-124.982582,1.0
49.715334,COURTENAY,LERWICK RD & MISSION RD & VETERANS MEMORIAL PKY,-124.971303,1.0
49.714488,COURTENAY,LERWICK RD # 000100 TO 000199,-124.970667,1.0
49.708426,COURTENAY,RYAN RD # 002200 TO 002399,-124.969312,1.0
49.71038,COURTENAY,LERWICK RD & RYAN RD & TURNING LANE,-124.965621,1.0
49.705572,COURTENAY,LERWICK RD & MALAHAT DR,-124.959449,1.0
49.701595,COURTENAY,LERWICK RD # 001550 TO 001799,-124.955426,1.0
49.700017,COURTENAY,BIRKSHIRE BLVD & SUSSEX DR,-124.949726,2.0
49.674818,COMOX,COMOX AVE # 002274 TO 002329,-124.948492,2.0
49.688481,COMOX,ASPEN RD & GUTHRIE RD & TURNING LANE,-124.943206,3.0
49.715208,COURTENAY,RYAN RD # 003800 TO 003985,-124.942758,1.0
49.680786,COMOX,ROBB AVE & RODELLO ST,-124.939503,1.0
49.675783,COMOX,ANDERTON RD & COMOX AVE,-124.935164,2.0
49.727797,COMOX,ANDERTON RD & ELLENOR RD,-124.93288,1.0
49.727797,COURTENAY,ANDERTON RD & ELLENOR RD,-124.93288,1.0
49.675321,COMOX,COMOX AVE # 001870 TO 001999,-124.932592,1.0
49.682332,COMOX,CHURCH ST & NOEL AVE,-124.927048,1.0
49.673193,COMOX,COMOX AVE & PORT AUGUSTA ST,-124.92569,2.0
49.739367,COMOX,ELLENOR RD # 001300 TO 001320,-124.92532,1.0
49.684492,COMOX,PRITCHARD RD & SKEENA DR,-124.916971,1.0
49.705167,COMOX,KNIGHT RD # 001250 TO 001261,-124.90651,1.0
49.684284,COMOX,GUTHRIE RD & NOEL AVE,-124.901168,1.0
49.666136,COMOX,HAWKINS RD # 000000 TO 000049,-124.900677,1.0
49.268102,PORT ALBERNI,FALLS ST & PACIFIC RIM HWY & RIVER RD,-124.848649,1.0
49.279881,PORT ALBERNI,BEAVER CREEK RD & SAUNDERS RD N,-124.839258,1.0
49.262287,PORT ALBERNI,MARY ST & RIVER RD,-124.83368,1.0
49.261005,PORT ALBERNI,ELIZABETH ST # 004700 TO 004799,-124.811529,1.0
49.258478,PORT ALBERNI,GERTRUDE ST & JOHNSTON RD,-124.81096,1.0
49.257304,PORT ALBERNI,GERTRUDE ST & SOUTHGATE RD,-124.809944,2.0
49.256136,PORT ALBERNI,GERTRUDE ST & PEMBERTON RD,-124.808853,1.0
49.259469,PORT ALBERNI,ADELAIDE ST & JOHNSTON RD,-124.808341,1.0
49.245197,PORT ALBERNI,3RD AVE & REDFORD ST & STAMP AVE & TURNING LANE,-124.807575,1.0
49.243507,PORT ALBERNI,3RD AVE & BUTE ST,-124.807549,2.0
49.241875,PORT ALBERNI,3RD AVE & BURDE ST,-124.807547,1.0
49.25459,PORT ALBERNI,GERTRUDE ST & ROGER ST & STAMP AVE & TURNING LANE,-124.807427,3.0
49.234668,PORT ALBERNI,4TH AVE & ARGYLE ST,-124.806108,1.0
49.242893,PORT ALBERNI,5TH AVE # 003626 TO 003699,-124.80473,1.0
49.234668,PORT ALBERNI,5TH AVE & ARGYLE ST,-124.80472,1.0
49.245213,PORT ALBERNI,6TH AVE & REDFORD ST,-124.803326,2.0
49.249727,PORT ALBERNI,8TH AVE # 004000 TO 004099,-124.80057,2.0
49.248839,PORT ALBERNI,MAITLAND ST # 004400 TO 004447,-124.799539,1.0
49.245201,PORT ALBERNI,REDFORD ST # 004300 TO 004349,-124.79817,1.0
49.234666,PORT ALBERNI,10TH AVE & ARGYLE ST,-124.797832,1.0
49.236741,PORT ALBERNI,10TH AVE & DUNBAR ST,-124.797831,1.0
49.247014,PORT ALBERNI,10TH AVE & MORTON ST,-124.79783,1.0
49.253918,PORT ALBERNI,10TH AVE & ROGER ST,-124.797829,1.0
49.245201,PORT ALBERNI,10TH AVE & REDFORD ST,-124.797826,3.0
49.263478,PORT ALBERNI,JOHNSTON RD & REGINA AVE,-124.796831,1.0
49.245214,PORT ALBERNI,ANDERSON AVE & REDFORD ST,-124.794559,2.0
49.264181,PORT ALBERNI,JOHNSTON RD & TEBO AVE,-124.794269,1.0
49.245206,PORT ALBERNI,15TH AVE & REDFORD ST,-124.791864,1.0
49.219599,PORT ALBERNI,15TH AVE & COMOX ST,-124.790906,1.0
49.245247,PORT ALBERNI,16TH AVE & MCINTYRE DR & REDFORD ST & WOOD AVE,-124.790432,1.0
49.265794,PORT ALBERNI,CHERRY CREEK RD & JOHNSTON RD & TURNING LANE,-124.788449,1.0
49.245411,PORT ALBERNI,PORT ALBERNI HWY & REDFORD ST & SAN MATEO DR,-124.788402,1.0
49.250632,PORT ALBERNI,KENDALL AVE & WALLACE ST,-124.78768,1.0
49.21395,PORT ALBERNI,FRANKLIN RIVER RD # 000062 TO 000277,-124.782929,1.0
49.844315,POWELL RIVER,ABBOTSFORD ST & ALBERNI ST & MARINE AVE,-124.529085,3.0
49.871886,POWELL RIVER,CRANBERRY ST & MANSON AVE,-124.529026,1.0
49.875574,POWELL RIVER,IRVINE ST # 006800 TO 006859,-124.527281,1.0
49.844439,POWELL RIVER,ALBERNI ST & HARVIE AVE,-124.526296,1.0
49.837799,POWELL RIVER,COURTENAY ST & OMINECA AVE,-124.525543,2.0
49.844881,POWELL RIVER,ALBERNI ST & MICHIGAN AVE,-124.523828,1.0
49.843652,POWELL RIVER,MICHIGAN AVE # 004670 TO 004769,-124.523686,1.0
49.845881,POWELL RIVER,ALBERNI ST & JOYCE AVE,-124.520756,4.0
49.840792,POWELL RIVER,BURNABY ST & JOYCE AVE,-124.520737,1.0
49.841789,POWELL RIVER,BARNET ST & JOYCE AVE,-124.520737,2.0
49.835897,POWELL RIVER,DUNCAN ST & JOYCE AVE,-124.520688,4.0
49.830931,POWELL RIVER,JOYCE AVE & WESTVIEW AVE,-124.52057,1.0
49.870087,POWELL RIVER,CRANBERRY ST & TATLOW ST,-124.512059,1.0
49.827956,POWELL RIVER,KEMANO ST # 007200 TO 007269,-124.510793,1.0
49.868845,POWELL RIVER,CRANBERRY ST & HASLAM ST & YUKON AVE,-124.510038,1.0
49.841755,POWELL RIVER,BARNET ST & MANSON AVE,-124.509424,1.0
49.346145,QUALICUM BEACH,FERN RD W & PRIMROSE ST,-124.44435,1.0
49.348888,QUALICUM BEACH,MEMORIAL AVE & VILLAGE WAY & TURNING LANE,-124.441724,1.0
49.346147,QUALICUM BEACH,FERN RD E & FERN RD W & MEMORIAL AVE,-124.441658,1.0
49.305535,COOMBS,ALBERNI HWY # 002312 TO 002329,-124.42366,1.0
49.340241,PARKSVILLE,TARA CRES # 001000 TO 001099,-124.359079,1.0
49.339814,PARKSVILLE,ISLAND HWY W & WRIGHT RD,-124.353359,1.0
49.33015,PARKSVILLE,DOEHLE AVE & TEMPLE ST,-124.331944,1.0
49.325143,PARKSVILLE,BAY AVE & ISLAND HWY W,-124.329712,1.0
49.323394,PARKSVILLE,ISLAND HWY W & MOILLIET ST N,-124.323711,5.0
49.312058,PARKSVILLE,DESPARD AVE W & MOILLIET ST S,-124.323602,1.0
49.321077,PARKSVILLE,ALBERNI HWY & ISLAND HWY W & MORISON AVE,-124.313654,1.0
49.319389,PARKSVILLE,ALBERNI HWY & HIRST AVE W,-124.313643,1.0
49.319937,PARKSVILLE,ALBERNI HWY & MEMORIAL AVE,-124.313633,1.0
49.30994,PARKSVILLE,CRAIG ST # 000420 TO 000459,-124.312417,2.0
49.319921,PARKSVILLE,MCCARTER ST & MIDDLETON AVE,-124.309997,1.0
49.317002,PARKSVILLE,ISLAND HWY E & SHELLY RD,-124.2932,4.0
49.307398,PARKSVILLE,ARBUTUS RD & HUNTLEY RD & ISLAND HWY E,-124.264313,1.0
54.444842,FORT ST JAMES,STUART DR W # 000400 TO 000565,-124.259094,1.0
54.442514,FORT ST JAMES,DOUGLAS AVE & STUART DR E & STUART DR W,-124.250973,1.0
49.296219,NANOOSE BAY,NORTHWEST BAY RD # 001930 TO 001949,-124.223646,1.0
49.287113,NANOOSE BAY,CLAUDET RD & NORTHWEST BAY RD,-124.194114,1.0
49.27112,NANOOSE BAY,NORTHWEST BAY RD & POWDER POINT RD,-124.192615,1.0
48.817656,HONEYMOON BAY,PARK AVE # 006840 TO 006860,-124.168819,1.0
48.861893,YOUBOU,YOUBOU RD # 009704 TO 009891,-124.156713,1.0
49.25245,LANTZVILLE,LANTZVILLE RD & SNAW-NAW-AS RD,-124.122853,1.0
49.245098,LANTZVILLE,LORENZEN LANE # 008000 TO 008121,-124.122703,1.0
49.250556,LANTZVILLE,ISLAND HWY N & SUPERIOR RD & TURNING LANE,-124.101802,1.0
49.244218,LANTZVILLE,ISLAND HWY N & WARE RD & WARE RD OFFRAMP & WARE RD ONRAMP,-124.079012,1.0
48.822845,LAKE COWICHAN,POINT IDEAL DR & SOUTH SHORE RD & WELLINGTON RD W,-124.057588,1.0
48.822,LAKE COWICHAN,COWICHAN AVE W & SOUTH SHORE RD,-124.057259,1.0
48.826917,LAKE COWICHAN,COWICHAN LAKE RD & DARNELL RD,-124.051245,1.0
48.828521,LAKE COWICHAN,COWICHAN LAKE RD & MACDONALD RD,-124.048109,1.0
49.236351,NANAIMO,ISLAND HWY N # 006584 TO 006748,-124.045794,1.0
49.234394,NANAIMO,AULDS RD & HAMMOND BAY RD & ISLAND HWY N & TURNING LANE,-124.044425,1.0
49.226811,NANAIMO,DUNBAR RD & PLEASANT VALLEY WAY,-124.044179,1.0
49.231743,NANAIMO,METRAL DR # 006424 TO 006450,-124.044032,1.0
49.241454,NANAIMO,APPLECROSS RD & DOVER RD,-124.042801,1.0
49.234331,NANAIMO,CALINDA ST & HAMMOND BAY RD,-124.040168,2.0
49.238811,NANAIMO,MCROBB AVE & UPLANDS DR,-124.038545,1.0
49.224263,NANAIMO,ISLAND HWY N & TURNER RD & TURNING LANE,-124.03734,2.0
49.234235,NANAIMO,HAMMOND BAY RD & UPLANDS DR,-124.037128,1.0
49.208646,NANAIMO,BOBAN DR & MOSTAR RD,-124.035221,1.0
49.205957,NANAIMO,JINGLE POT RD & JINGLE POT RD OFFRAMP & JINGLE POT RD ONRAMP & MOSTAR RD & MOSTAR RD OFFRAMP & MOSTAR RD ONRAMP & NANAIMO PKY & PARKWAY TRAIL,-124.035074,1.0
49.211508,NANAIMO,JORDAN AVE & MAUREEN WAY & MOSTAR RD & TURNING LANE,-124.035074,2.0
49.225766,NANAIMO,TURNER RD & UPLANDS DR & TURNING LANE,-124.035019,2.0
49.223146,NANAIMO,EDGEWATER LANE & UPLANDS DR,-124.032414,1.0
49.220727,NANAIMO,OLIVER RD # 006200 TO 006208,-124.030691,1.0
49.234195,NANAIMO,HAMMOND BAY RD & MCGIRR RD & TURNER RD,-124.030324,2.0
49.220988,NANAIMO,OLIVER RD & UPLANDS DR & TURNING LANE,-124.029674,1.0
49.214414,NANAIMO,ISLAND HWY N & METRAL DR & MOSTAR RD & RUTHERFORD RD & WELLINGTON RD & TURNING LANE,-124.02938,2.0
49.209435,NANAIMO,BATES RD # 004600 TO 004699,-124.029001,1.0
49.21242,NANAIMO,ISLAND HWY N # 004700 TO 004998,-124.027542,1.0
49.234221,NANAIMO,BRICKYARD RD & HAMMOND BAY RD,-124.02634,2.0
49.218744,NANAIMO,RUTHERFORD RD & UPLANDS DR,-124.022916,2.0
49.234208,NANAIMO,BRIGANTINE DR & HAMMOND BAY RD & VENTURA DR,-124.022907,1.0
49.226224,NANAIMO,LINLEY VALLEY DR & NELSON RD & RUTHERFORD RD,-124.02213,1.0
49.238767,NANAIMO,SEALAND RD & SUNSET RD,-124.021361,1.0
49.234153,NANAIMO,HAMMOND BAY RD & RUTHERFORD RD,-124.019276,1.0
49.209298,NANAIMO,101ST ST & VICTORIA AVE,-124.018274,1.0
49.207107,NANAIMO,103RD ST & CORUNNA AVE & ISLAND HWY N & JINGLE POT RD & NORWELL DR & TURNING LANE,-124.016742,1.0
49.206098,NANAIMO,SHENTON RD # 003800 TO 003851,-124.014873,1.0
54.016045,VANDERHOOF,CHURCH AVE & STEWART ST W,-124.011478,1.0
49.207625,NANAIMO,NORWELL DR & ROSS RD & MALL ACCESS & TURNING LANE,-124.006086,1.0
49.207277,NANAIMO,BARONS RD & NORWELL DR,-124.004877,1.0
49.206297,NANAIMO,DEPARTURE BAY RD & NORWELL DR & TURNING LANE,-124.002366,2.0
49.206762,NANAIMO,DEPARTURE BAY RD # 004232 TO 004299,-124.001897,1.0
49.205318,NANAIMO,NORWELL DR # 002766 TO 002840,-124.001511,1.0
49.204412,NANAIMO,BOWEN RD & E TRAIL & ISLAND HWY N & NORWELL DR & TURNING LANE,-124.001501,3.0
49.202794,NANAIMO,BOWEN RD & KENWORTH RD,-124.001204,1.0
49.209048,NANAIMO,DEPARTURE BAY RD & UPLANDS DR,-123.997211,1.0
49.192018,NANAIMO,BOXWOOD RD & NORTHFIELD RD,-123.996591,1.0
49.192014,NANAIMO,BOWEN RD & NORTHFIELD RD & TURNING LANE,-123.992169,3.0
49.16976,NANAIMO,JINGLE POT RD & WESTWOOD RD & TURNING LANE,-123.990227,1.0
49.185738,NANAIMO,BOLLINGER RD & BOXWOOD RD,-123.989112,1.0
49.188237,NANAIMO,BOWEN RD & MEREDITH RD & ROBBIE PL & ALLEYWAY & TURNING LANE,-123.987264,4.0
49.210121,NANAIMO,DEPARTURE BAY RD & NEYLAND RD,-123.986716,1.0
49.21017,NANAIMO,DEPARTURE BAY RD & NEWTON ST & SMUGGLERS HILL DR,-123.983524,2.0
